"Season","Team","Conference","StatName","StatValue"
"2024","Northwestern","Big Ten","netPassingYards","879"
"2024","Rutgers","Big Ten","possessionTime","9778"
"2024","Penn State","Big Ten","passingTDs","12"
"2024","Penn State","Big Ten","sacks","13"
"2024","Iowa","Big Ten","fumblesLost","2"
"2024","Oregon","Big Ten","thirdDowns","61"
"2024","Indiana","Big Ten","kickReturns","3"
"2024","Rutgers","Big Ten","passAttempts","133"
"2024","Illinois","Big Ten","fourthDowns","7"
"2024","Oregon","Big Ten","fourthDownConversions","3"
"2024","Ohio State","Big Ten","passesIntercepted","4"
"2024","Michigan","Big Ten","interceptionTDs","2"
"2024","Michigan","Big Ten","rushingYards","1150"
"2024","Washington","Big Ten","kickReturnYards","135"
"2024","Oregon","Big Ten","firstDowns","125"
"2024","Wisconsin","Big Ten","possessionTime","9223"
"2024","Wisconsin","Big Ten","puntReturnTDs","0"
"2024","Nebraska","Big Ten","thirdDowns","78"
"2024","Penn State","Big Ten","kickReturnTDs","0"
"2024","Washington","Big Ten","sacks","13"
"2024","Ohio State","Big Ten","thirdDowns","60"
"2024","Indiana","Big Ten","rushingYards","1204"
"2024","Oregon","Big Ten","kickReturns","4"
"2024","Northwestern","Big Ten","sacks","12"
"2024","Washington","Big Ten","turnovers","3"
"2024","USC","Big Ten","passCompletions","137"
"2024","Purdue","Big Ten","passingTDs","7"
"2024","Michigan","Big Ten","possessionTime","11408"
"2024","Maryland","Big Ten","fourthDowns","7"
"2024","USC","Big Ten","fourthDownConversions","3"
"2024","Iowa","Big Ten","passCompletions","80"
"2024","Wisconsin","Big Ten","firstDowns","108"
"2024","Wisconsin","Big Ten","kickReturnTDs","0"
"2024","Michigan","Big Ten","rushingTDs","9"
"2024","Purdue","Big Ten","penaltyYards","423"
"2024","UCLA","Big Ten","passingTDs","4"
"2024","Purdue","Big Ten","sacks","9"
"2024","Illinois","Big Ten","fumblesLost","4"
"2024","USC","Big Ten","passesIntercepted","3"
"2024","USC","Big Ten","kickReturnTDs","0"
"2024","USC","Big Ten","penaltyYards","221"
"2024","Nebraska","Big Ten","fourthDowns","8"
"2024","UCLA","Big Ten","puntReturns","1"
"2024","Michigan State","Big Ten","rushingTDs","7"
"2024","Illinois","Big Ten","puntReturnYards","152"
"2024","UCLA","Big Ten","sacks","6"
"2024","Illinois","Big Ten","totalYards","1738"
"2024","Nebraska","Big Ten","games","12"
"2024","Northwestern","Big Ten","fourthDownConversions","3"
"2024","Nebraska","Big Ten","interceptions","3"
"2024","Oregon","Big Ten","penalties","31"
"2024","Ohio State","Big Ten","thirdDownConversions","31"
"2024","Northwestern","Big Ten","possessionTime","9186"
"2024","Minnesota","Big Ten","tacklesForLoss","27"
"2024","Michigan","Big Ten","totalYards","1840"
"2024","Northwestern","Big Ten","passCompletions","90"
"2024","Wisconsin","Big Ten","passingTDs","6"
"2024","Purdue","Big Ten","possessionTime","7888"
"2024","Iowa","Big Ten","rushingTDs","12"
"2024","Northwestern","Big Ten","rushingYards","635"
"2024","Washington","Big Ten","passAttempts","196"
"2024","Northwestern","Big Ten","puntReturnYards","91"
"2024","Michigan State","Big Ten","sacks","15"
"2024","Iowa","Big Ten","rushingYards","1117"
"2024","Oregon","Big Ten","turnovers","6"
"2024","Minnesota","Big Ten","firstDowns","118"
"2024","Illinois","Big Ten","interceptionYards","51"
"2024","Nebraska","Big Ten","rushingAttempts","210"
"2024","Illinois","Big Ten","kickReturnTDs","0"
"2024","Nebraska","Big Ten","kickReturnYards","173"
"2024","USC","Big Ten","kickReturns","3"
"2024","Michigan State","Big Ten","fourthDownConversions","4"
"2024","Washington","Big Ten","puntReturnTDs","0"
"2024","Maryland","Big Ten","puntReturnTDs","0"
"2024","Wisconsin","Big Ten","kickReturnYards","296"
"2024","Michigan","Big Ten","puntReturnTDs","0"
"2024","Michigan State","Big Ten","fumblesLost","5"
"2024","Iowa","Big Ten","penalties","12"
"2024","Purdue","Big Ten","puntReturnTDs","0"
"2024","Illinois","Big Ten","interceptionTDs","1"
"2024","Washington","Big Ten","passesIntercepted","4"
"2024","Penn State","Big Ten","passCompletions","81"
"2024","Michigan State","Big Ten","fourthDowns","6"
"2024","Ohio State","Big Ten","interceptionTDs","1"
"2024","Penn State","Big Ten","passAttempts","114"
"2024","Minnesota","Big Ten","fumblesLost","3"
"2024","Washington","Big Ten","passCompletions","145"
"2024","Northwestern","Big Ten","fumblesRecovered","2"
"2024","Nebraska","Big Ten","kickReturns","9"
"2024","Penn State","Big Ten","totalYards","2311"
"2024","Maryland","Big Ten","sacks","10"
"2024","Oregon","Big Ten","totalYards","2294"
"2024","Ohio State","Big Ten","puntReturnYards","109"
"2024","Illinois","Big Ten","passAttempts","135"
"2024","Washington","Big Ten","fourthDowns","8"
"2024","Iowa","Big Ten","firstDowns","93"
"2024","Ohio State","Big Ten","tacklesForLoss","38"
"2024","Iowa","Big Ten","tacklesForLoss","20"
"2024","Maryland","Big Ten","rushingTDs","9"
"2024","Maryland","Big Ten","thirdDowns","77"
"2024","UCLA","Big Ten","kickReturns","7"
"2024","Ohio State","Big Ten","possessionTime","9287"
"2024","Purdue","Big Ten","fumblesRecovered","0"
"2024","Oregon","Big Ten","puntReturnYards","134"
"2024","UCLA","Big Ten","netPassingYards","987"
"2024","Indiana","Big Ten","fourthDownConversions","6"
"2024","Minnesota","Big Ten","thirdDownConversions","28"
"2024","Wisconsin","Big Ten","netPassingYards","1088"
"2024","Illinois","Big Ten","kickReturnYards","79"
"2024","Ohio State","Big Ten","turnovers","4"
"2024","USC","Big Ten","puntReturnYards","15"
"2024","Rutgers","Big Ten","interceptionTDs","1"
"2024","Wisconsin","Big Ten","fourthDowns","9"
"2024","USC","Big Ten","penalties","31"
"2024","Michigan","Big Ten","sacks","17"
"2024","Penn State","Big Ten","interceptionYards","20"
"2024","UCLA","Big Ten","firstDowns","77"
"2024","Penn State","Big Ten","possessionTime","9298"
"2024","Purdue","Big Ten","rushingAttempts","142"
"2024","Purdue","Big Ten","thirdDownConversions","18"
"2024","Oregon","Big Ten","possessionTime","9616"
"2024","Purdue","Big Ten","interceptions","4"
"2024","Oregon","Big Ten","puntReturns","12"
"2024","Ohio State","Big Ten","fourthDowns","10"
"2024","Washington","Big Ten","fumblesRecovered","2"
"2024","Oregon","Big Ten","rushingAttempts","177"
"2024","Iowa","Big Ten","thirdDownConversions","32"
"2024","Northwestern","Big Ten","rushingTDs","6"
"2024","UCLA","Big Ten","rushingYards","321"
"2024","Indiana","Big Ten","fumblesLost","2"
"2024","Illinois","Big Ten","passesIntercepted","7"
"2024","Rutgers","Big Ten","fourthDownConversions","3"
"2024","Michigan State","Big Ten","rushingAttempts","189"
"2024","Michigan State","Big Ten","kickReturnTDs","0"
"2024","Wisconsin","Big Ten","rushingYards","850"
"2024","Minnesota","Big Ten","interceptionYards","128"
"2024","Indiana","Big Ten","penaltyYards","325"
"2024","Maryland","Big Ten","interceptionTDs","0"
"2024","Maryland","Big Ten","possessionTime","9569"
"2024","Northwestern","Big Ten","kickReturns","13"
"2024","Nebraska","Big Ten","firstDowns","134"
"2024","Nebraska","Big Ten","fumblesLost","1"
"2024","Minnesota","Big Ten","interceptionTDs","1"
"2024","Purdue","Big Ten","interceptionYards","0"
"2024","Northwestern","Big Ten","totalYards","1514"
"2024","Purdue","Big Ten","firstDowns","67"
"2024","USC","Big Ten","totalYards","2219"
"2024","Michigan","Big Ten","kickReturns","11"
"2024","Nebraska","Big Ten","penalties","46"
"2024","UCLA","Big Ten","thirdDownConversions","18"
"2024","Maryland","Big Ten","penalties","40"
"2024","Wisconsin","Big Ten","sacks","10"
"2024","USC","Big Ten","interceptionYards","60"
"2024","USC","Big Ten","passingTDs","9"
"2024","Indiana","Big Ten","interceptionTDs","1"
"2024","UCLA","Big Ten","possessionTime","8509"
"2024","Oregon","Big Ten","kickReturnYards","172"
"2024","Rutgers","Big Ten","thirdDownConversions","28"
"2024","USC","Big Ten","fourthDowns","5"
"2024","Illinois","Big Ten","turnovers","5"
"2024","Iowa","Big Ten","turnovers","5"
"2024","Illinois","Big Ten","puntReturns","11"
"2024","Rutgers","Big Ten","fumblesRecovered","2"
"2024","Northwestern","Big Ten","puntReturns","9"
"2024","Wisconsin","Big Ten","puntReturns","7"
"2024","Washington","Big Ten","netPassingYards","1796"
"2024","Wisconsin","Big Ten","totalYards","1938"
"2024","Michigan","Big Ten","thirdDowns","77"
"2024","USC","Big Ten","firstDowns","119"
"2024","Purdue","Big Ten","fumblesLost","4"
"2024","UCLA","Big Ten","passesIntercepted","3"
"2024","Northwestern","Big Ten","passesIntercepted","4"
"2024","Wisconsin","Big Ten","passesIntercepted","2"
"2024","Maryland","Big Ten","fumblesLost","1"
"2024","Iowa","Big Ten","totalYards","1817"
"2024","Wisconsin","Big Ten","fourthDownConversions","6"
"2024","Penn State","Big Ten","passesIntercepted","4"
"2024","Washington","Big Ten","interceptions","1"
"2024","USC","Big Ten","rushingYards","755"
"2024","Rutgers","Big Ten","thirdDowns","65"
"2024","Northwestern","Big Ten","puntReturnTDs","0"
"2024","Nebraska","Big Ten","netPassingYards","1455"
"2024","Illinois","Big Ten","sacks","12"
"2024","Ohio State","Big Ten","kickReturns","3"
"2024","Minnesota","Big Ten","kickReturns","10"
"2024","Northwestern","Big Ten","interceptionTDs","0"
"2024","Penn State","Big Ten","fumblesRecovered","3"
"2024","Michigan","Big Ten","interceptionYards","133"
"2024","Iowa","Big Ten","puntReturnTDs","0"
"2024","Washington","Big Ten","puntReturnYards","65"
"2024","Minnesota","Big Ten","rushingYards","699"
"2024","USC","Big Ten","possessionTime","9690"
"2024","Michigan State","Big Ten","interceptionYards","193"
"2024","Nebraska","Big Ten","fourthDownConversions","4"
"2024","Ohio State","Big Ten","puntReturns","14"
"2024","Penn State","Big Ten","interceptionTDs","0"
"2024","Oregon","Big Ten","penaltyYards","254"
"2024","Purdue","Big Ten","turnovers","8"
"2024","Maryland","Big Ten","rushingYards","733"
"2024","Ohio State","Big Ten","games","12"
"2024","Rutgers","Big Ten","rushingAttempts","207"
"2024","Michigan State","Big Ten","passesIntercepted","7"
"2024","Maryland","Big Ten","games","12"
"2024","Nebraska","Big Ten","interceptionTDs","2"
"2024","Maryland","Big Ten","passingTDs","12"
"2024","Wisconsin","Big Ten","passCompletions","90"
"2024","Washington","Big Ten","rushingYards","980"
"2024","Minnesota","Big Ten","games","12"
"2024","Maryland","Big Ten","puntReturns","7"
"2024","Minnesota","Big Ten","passingTDs","7"
"2024","Penn State","Big Ten","kickReturns","6"
"2024","Penn State","Big Ten","puntReturnYards","38"
"2024","Rutgers","Big Ten","totalYards","1976"
"2024","UCLA","Big Ten","tacklesForLoss","26"
"2024","Washington","Big Ten","passingTDs","13"
"2024","Penn State","Big Ten","turnovers","3"
"2024","Iowa","Big Ten","netPassingYards","700"
"2024","Iowa","Big Ten","interceptionYards","48"
"2024","Ohio State","Big Ten","rushingTDs","16"
"2024","Michigan State","Big Ten","passAttempts","174"
"2024","Michigan State","Big Ten","passCompletions","102"
"2024","UCLA","Big Ten","passAttempts","152"
"2024","Minnesota","Big Ten","possessionTime","11007"
"2024","Wisconsin","Big Ten","rushingTDs","11"
"2024","Purdue","Big Ten","fourthDownConversions","1"
"2024","Michigan","Big Ten","penaltyYards","288"
"2024","USC","Big Ten","netPassingYards","1464"
"2024","Iowa","Big Ten","passesIntercepted","6"
"2024","Iowa","Big Ten","rushingAttempts","195"
"2024","Minnesota","Big Ten","thirdDowns","71"
"2024","Rutgers","Big Ten","kickReturnTDs","0"
"2024","Ohio State","Big Ten","sacks","17"
"2024","Nebraska","Big Ten","turnovers","4"
"2024","UCLA","Big Ten","thirdDowns","58"
"2024","Michigan","Big Ten","interceptions","8"
"2024","Illinois","Big Ten","possessionTime","9206"
"2024","Penn State","Big Ten","thirdDowns","53"
"2024","Iowa","Big Ten","fumblesRecovered","3"
"2024","Indiana","Big Ten","thirdDowns","63"
"2024","Michigan State","Big Ten","penalties","43"
"2024","Indiana","Big Ten","possessionTime","11512"
"2024","Minnesota","Big Ten","fourthDownConversions","8"
"2024","Minnesota","Big Ten","totalYards","1998"
"2024","Rutgers","Big Ten","puntReturnTDs","0"
"2024","Michigan State","Big Ten","interceptions","9"
"2024","Wisconsin","Big Ten","fumblesRecovered","5"
"2024","Rutgers","Big Ten","turnovers","4"
"2024","UCLA","Big Ten","fourthDowns","8"
"2024","Illinois","Big Ten","penalties","30"
"2024","Washington","Big Ten","fumblesLost","2"
"2024","Northwestern","Big Ten","games","12"
"2024","Maryland","Big Ten","puntReturnYards","53"
"2024","Iowa","Big Ten","thirdDowns","72"
"2024","Northwestern","Big Ten","penalties","24"
"2024","USC","Big Ten","puntReturns","7"
"2024","Illinois","Big Ten","thirdDowns","62"
"2024","Minnesota","Big Ten","rushingAttempts","189"
"2024","Michigan","Big Ten","penalties","29"
"2024","Indiana","Big Ten","tacklesForLoss","41"
"2024","UCLA","Big Ten","kickReturnTDs","0"
"2024","Northwestern","Big Ten","fumblesLost","3"
"2024","Oregon","Big Ten","fumblesLost","3"
"2024","Nebraska","Big Ten","kickReturnTDs","0"
"2024","Oregon","Big Ten","sacks","16"
"2024","Minnesota","Big Ten","rushingTDs","11"
"2024","Purdue","Big Ten","kickReturns","7"
"2024","Rutgers","Big Ten","sacks","8"
"2024","Minnesota","Big Ten","penaltyYards","243"
"2024","Michigan","Big Ten","fumblesLost","4"
"2024","USC","Big Ten","rushingAttempts","143"
"2024","Illinois","Big Ten","rushingYards","662"
"2024","Washington","Big Ten","firstDowns","137"
"2024","Purdue","Big Ten","kickReturnYards","152"
"2024","Indiana","Big Ten","fumblesRecovered","3"
"2024","Michigan","Big Ten","puntReturnYards","97"
"2024","Michigan State","Big Ten","games","12"
"2024","Washington","Big Ten","possessionTime","11017"
"2024","Michigan","Big Ten","passesIntercepted","6"
"2024","UCLA","Big Ten","fourthDownConversions","5"
"2024","Purdue","Big Ten","passesIntercepted","2"
"2024","Nebraska","Big Ten","puntReturnYards","52"
"2024","Penn State","Big Ten","fumblesLost","1"
"2024","Purdue","Big Ten","rushingTDs","5"
"2024","UCLA","Big Ten","interceptionTDs","1"
"2024","Indiana","Big Ten","passesIntercepted","4"
"2024","Indiana","Big Ten","rushingTDs","23"
"2024","Illinois","Big Ten","games","12"
"2024","Nebraska","Big Ten","puntReturnTDs","0"
"2024","Minnesota","Big Ten","fumblesRecovered","2"
"2024","Indiana","Big Ten","sacks","19"
"2024","Nebraska","Big Ten","rushingTDs","11"
"2024","Michigan","Big Ten","fumblesRecovered","2"
"2024","Northwestern","Big Ten","fourthDowns","8"
"2024","Oregon","Big Ten","tacklesForLoss","27"
"2024","Maryland","Big Ten","fumblesRecovered","5"
"2024","Michigan State","Big Ten","tacklesForLoss","39"
"2024","Penn State","Big Ten","fourthDowns","3"
"2024","Ohio State","Big Ten","interceptions","3"
"2024","USC","Big Ten","tacklesForLoss","23"
"2024","Ohio State","Big Ten","kickReturnTDs","0"
"2024","Northwestern","Big Ten","turnovers","6"
"2024","Northwestern","Big Ten","passingTDs","4"
"2024","Minnesota","Big Ten","kickReturnTDs","0"
"2024","Michigan State","Big Ten","possessionTime","10678"
"2024","Ohio State","Big Ten","kickReturnYards","37"
"2024","Washington","Big Ten","tacklesForLoss","29"
"2024","Illinois","Big Ten","fourthDownConversions","5"
"2024","Rutgers","Big Ten","kickReturns","2"
"2024","Indiana","Big Ten","passingTDs","15"
"2024","Rutgers","Big Ten","fourthDowns","11"
"2024","USC","Big Ten","passAttempts","212"
"2024","Rutgers","Big Ten","rushingYards","1029"
"2024","Ohio State","Big Ten","netPassingYards","1440"
"2024","Maryland","Big Ten","passCompletions","136"
"2024","Purdue","Big Ten","puntReturnYards","65"
"2024","Northwestern","Big Ten","penaltyYards","202"
"2024","Ohio State","Big Ten","fumblesLost","1"
"2024","Northwestern","Big Ten","thirdDowns","64"
"2024","Washington","Big Ten","thirdDownConversions","26"
"2024","Ohio State","Big Ten","fourthDownConversions","7"
"2024","Minnesota","Big Ten","passCompletions","120"
"2024","USC","Big Ten","interceptions","4"
"2024","Wisconsin","Big Ten","passAttempts","152"
"2024","Indiana","Big Ten","kickReturnYards","70"
"2024","Penn State","Big Ten","tacklesForLoss","34"
"2024","Nebraska","Big Ten","interceptionYards","73"
"2024","Michigan State","Big Ten","netPassingYards","1378"
"2024","Iowa","Big Ten","interceptionTDs","1"
"2024","Penn State","Big Ten","rushingAttempts","202"
"2024","Rutgers","Big Ten","puntReturnYards","77"
"2024","Michigan State","Big Ten","puntReturns","7"
"2024","Rutgers","Big Ten","passesIntercepted","4"
"2024","Washington","Big Ten","thirdDowns","67"
"2024","Nebraska","Big Ten","passingTDs","9"
"2024","Iowa","Big Ten","possessionTime","9474"
"2024","Michigan","Big Ten","netPassingYards","690"
"2024","Michigan","Big Ten","thirdDownConversions","30"
"2024","Rutgers","Big Ten","penaltyYards","159"
"2024","Michigan","Big Ten","passCompletions","81"
"2024","Wisconsin","Big Ten","fumblesLost","5"
"2024","Oregon","Big Ten","netPassingYards","1471"
"2024","Michigan","Big Ten","passingTDs","6"
"2024","Minnesota","Big Ten","penalties","31"
"2024","Indiana","Big Ten","firstDowns","165"
"2024","Penn State","Big Ten","rushingYards","1091"
"2024","Maryland","Big Ten","interceptions","2"
"2024","Ohio State","Big Ten","fumblesRecovered","5"
"2024","UCLA","Big Ten","interceptions","6"
"2024","Michigan State","Big Ten","passingTDs","5"
"2024","Oregon","Big Ten","passCompletions","134"
"2024","Penn State","Big Ten","penalties","30"
"2024","Ohio State","Big Ten","interceptionYards","105"
"2024","Penn State","Big Ten","fourthDownConversions","2"
"2024","Indiana","Big Ten","netPassingYards","1892"
"2024","Michigan","Big Ten","rushingAttempts","226"
"2024","Maryland","Big Ten","kickReturns","4"
"2024","Iowa","Big Ten","puntReturns","15"
"2024","Washington","Big Ten","kickReturns","7"
"2024","Michigan State","Big Ten","interceptionTDs","1"
"2024","Nebraska","Big Ten","totalYards","2277"
"2024","Nebraska","Big Ten","rushingYards","822"
"2024","Ohio State","Big Ten","penalties","23"
"2024","Minnesota","Big Ten","interceptions","4"
"2024","Purdue","Big Ten","penalties","39"
"2024","Minnesota","Big Ten","puntReturns","11"
"2024","Nebraska","Big Ten","thirdDownConversions","34"
"2024","Illinois","Big Ten","rushingAttempts","175"
"2024","Maryland","Big Ten","passesIntercepted","9"
"2024","UCLA","Big Ten","kickReturnYards","139"
"2024","Maryland","Big Ten","passAttempts","189"
"2024","Wisconsin","Big Ten","interceptions","3"
"2024","UCLA","Big Ten","puntReturnYards","11"
"2024","Indiana","Big Ten","thirdDownConversions","34"
"2024","Minnesota","Big Ten","puntReturnTDs","0"
"2024","Illinois","Big Ten","passCompletions","93"
"2024","Ohio State","Big Ten","passAttempts","155"
"2024","Indiana","Big Ten","puntReturnYards","110"
"2024","Michigan State","Big Ten","totalYards","2108"
"2024","Indiana","Big Ten","games","12"
"2024","Minnesota","Big Ten","puntReturnYards","143"
"2024","USC","Big Ten","games","12"
"2024","Nebraska","Big Ten","passCompletions","122"
"2024","USC","Big Ten","fumblesLost","5"
"2024","USC","Big Ten","thirdDowns","66"
"2024","Wisconsin","Big Ten","interceptionYards","0"
"2024","Indiana","Big Ten","totalYards","3096"
"2024","Purdue","Big Ten","passAttempts","123"
"2024","Michigan","Big Ten","games","12"
"2024","Ohio State","Big Ten","totalYards","2551"
"2024","Indiana","Big Ten","fourthDowns","11"
"2024","Michigan State","Big Ten","thirdDowns","73"
"2024","Oregon","Big Ten","rushingTDs","9"
"2024","Nebraska","Big Ten","passAttempts","181"
"2024","Iowa","Big Ten","fourthDowns","3"
"2024","Purdue","Big Ten","passCompletions","78"
"2024","Purdue","Big Ten","netPassingYards","806"
"2024","Maryland","Big Ten","fourthDownConversions","4"
"2024","Minnesota","Big Ten","turnovers","7"
"2024","Purdue","Big Ten","fourthDowns","4"
"2024","Michigan","Big Ten","kickReturnTDs","0"
"2024","Iowa","Big Ten","interceptions","3"
"2024","Rutgers","Big Ten","games","12"
"2024","Minnesota","Big Ten","fourthDowns","8"
"2024","Purdue","Big Ten","puntReturns","7"
"2024","Purdue","Big Ten","totalYards","1506"
"2024","Ohio State","Big Ten","rushingAttempts","178"
"2024","Washington","Big Ten","interceptionYards","64"
"2024","Northwestern","Big Ten","kickReturnTDs","0"
"2024","Iowa","Big Ten","games","12"
"2024","Wisconsin","Big Ten","penaltyYards","133"
"2024","Iowa","Big Ten","sacks","11"
"2024","Indiana","Big Ten","kickReturnTDs","0"
"2024","USC","Big Ten","kickReturnYards","71"
"2024","UCLA","Big Ten","passCompletions","91"
"2024","Nebraska","Big Ten","fumblesRecovered","3"
"2024","Oregon","Big Ten","interceptionYards","0"
"2024","Purdue","Big Ten","rushingYards","700"
"2024","Ohio State","Big Ten","firstDowns","121"
"2024","Rutgers","Big Ten","kickReturnYards","38"
"2024","Maryland","Big Ten","rushingAttempts","174"
"2024","Penn State","Big Ten","firstDowns","124"
"2024","Purdue","Big Ten","kickReturnTDs","0"
"2024","Michigan","Big Ten","turnovers","12"
"2024","Michigan State","Big Ten","puntReturnTDs","0"
"2024","Maryland","Big Ten","kickReturnTDs","0"
"2024","Rutgers","Big Ten","tacklesForLoss","21"
"2024","Michigan State","Big Ten","firstDowns","113"
"2024","Rutgers","Big Ten","passingTDs","8"
"2024","Oregon","Big Ten","passAttempts","174"
"2024","Iowa","Big Ten","passingTDs","4"
"2024","Indiana","Big Ten","turnovers","4"
"2024","Illinois","Big Ten","thirdDownConversions","25"
"2024","Illinois","Big Ten","puntReturnTDs","0"
"2024","Penn State","Big Ten","penaltyYards","284"
"2024","UCLA","Big Ten","fumblesLost","2"
"2024","Iowa","Big Ten","passAttempts","124"
"2024","Michigan State","Big Ten","turnovers","14"
"2024","UCLA","Big Ten","totalYards","1308"
"2024","UCLA","Big Ten","penaltyYards","345"
"2024","Illinois","Big Ten","tacklesForLoss","21"
"2024","Ohio State","Big Ten","penaltyYards","207"
"2024","Penn State","Big Ten","games","12"
"2024","Northwestern","Big Ten","tacklesForLoss","21"
"2024","Michigan","Big Ten","puntReturns","9"
"2024","Minnesota","Big Ten","passesIntercepted","10"
"2024","Michigan","Big Ten","tacklesForLoss","36"
"2024","USC","Big Ten","interceptionTDs","1"
"2024","Wisconsin","Big Ten","thirdDownConversions","30"
"2024","Ohio State","Big Ten","passCompletions","108"
"2024","Michigan","Big Ten","passAttempts","133"
"2024","Maryland","Big Ten","firstDowns","115"
"2024","Indiana","Big Ten","passAttempts","172"
"2024","Nebraska","Big Ten","possessionTime","11280"
"2024","Ohio State","Big Ten","rushingYards","1111"
"2024","Iowa","Big Ten","puntReturnYards","111"
"2024","Oregon","Big Ten","thirdDownConversions","30"
"2024","Rutgers","Big Ten","rushingTDs","11"
"2024","Washington","Big Ten","rushingTDs","5"
"2024","Iowa","Big Ten","penaltyYards","100"
"2024","Indiana","Big Ten","interceptionYards","49"
"2024","Rutgers","Big Ten","interceptions","3"
"2024","Wisconsin","Big Ten","games","12"
"2024","Penn State","Big Ten","puntReturns","8"
"2024","USC","Big Ten","sacks","6"
"2024","USC","Big Ten","thirdDownConversions","34"
"2024","Wisconsin","Big Ten","interceptionTDs","0"
"2024","Penn State","Big Ten","netPassingYards","1220"
"2024","Penn State","Big Ten","puntReturnTDs","0"
"2024","Nebraska","Big Ten","puntReturns","9"
"2024","USC","Big Ten","puntReturnTDs","0"
"2024","Rutgers","Big Ten","puntReturns","6"
"2024","Penn State","Big Ten","kickReturnYards","108"
"2024","Wisconsin","Big Ten","rushingAttempts","194"
"2024","Oregon","Big Ten","fourthDowns","5"
"2024","Wisconsin","Big Ten","penalties","21"
"2024","USC","Big Ten","turnovers","9"
"2024","Maryland","Big Ten","penaltyYards","373"
