"Season","Team","Conference","StatName","StatValue"
"2024","Duke","ACC","penalties","34"
"2024","Louisville","ACC","passesIntercepted","2"
"2024","Stanford","ACC","possessionTime","9820"
"2024","Louisville","ACC","rushingTDs","9"
"2024","Georgia Tech","ACC","interceptionYards","15"
"2024","SMU","ACC","fourthDowns","11"
"2024","Louisville","ACC","firstDowns","106"
"2024","North Carolina","ACC","penalties","51"
"2024","NC State","ACC","rushingAttempts","190"
"2024","North Carolina","ACC","puntReturnYards","98"
"2024","Duke","ACC","kickReturns","9"
"2024","North Carolina","ACC","interceptionYards","84"
"2024","North Carolina","ACC","kickReturnYards","321"
"2024","NC State","ACC","totalYards","2056"
"2024","Louisville","ACC","puntReturns","13"
"2024","Florida State","ACC","passingTDs","6"
"2024","Pittsburgh","ACC","thirdDownConversions","28"
"2024","NC State","ACC","turnovers","10"
"2024","Boston College","ACC","interceptionYards","111"
"2024","Wake Forest","ACC","thirdDowns","67"
"2024","SMU","ACC","rushingTDs","14"
"2024","Miami","ACC","rushingTDs","16"
"2024","Louisville","ACC","interceptionTDs","0"
"2024","Clemson","ACC","turnovers","3"
"2024","Miami","ACC","fourthDowns","8"
"2024","Boston College","ACC","thirdDownConversions","36"
"2024","Georgia Tech","ACC","rushingAttempts","214"
"2024","NC State","ACC","puntReturnTDs","0"
"2024","Syracuse","ACC","netPassingYards","1845"
"2024","Syracuse","ACC","passesIntercepted","5"
"2024","California","ACC","fumblesLost","1"
"2024","SMU","ACC","fumblesRecovered","5"
"2024","California","ACC","interceptionTDs","1"
"2024","Syracuse","ACC","possessionTime","9989"
"2024","Virginia","ACC","interceptionTDs","0"
"2024","Miami","ACC","interceptions","5"
"2024","Boston College","ACC","firstDowns","109"
"2024","Miami","ACC","firstDowns","168"
"2024","SMU","ACC","rushingAttempts","248"
"2024","Duke","ACC","rushingYards","679"
"2024","Wake Forest","ACC","puntReturnTDs","1"
"2024","North Carolina","ACC","fumblesRecovered","4"
"2024","SMU","ACC","passAttempts","164"
"2024","Miami","ACC","rushingAttempts","196"
"2024","NC State","ACC","sacks","11"
"2024","California","ACC","puntReturns","8"
"2024","Virginia Tech","ACC","games","12"
"2024","Wake Forest","ACC","possessionTime","8417"
"2024","Louisville","ACC","interceptions","2"
"2024","Stanford","ACC","rushingTDs","2"
"2024","California","ACC","fourthDownConversions","5"
"2024","Clemson","ACC","interceptions","2"
"2024","Wake Forest","ACC","puntReturnYards","110"
"2024","Boston College","ACC","passCompletions","88"
"2024","Virginia Tech","ACC","penalties","31"
"2024","SMU","ACC","firstDowns","140"
"2024","Virginia","ACC","netPassingYards","1260"
"2024","Boston College","ACC","penalties","25"
"2024","Florida State","ACC","possessionTime","9536"
"2024","Florida State","ACC","sacks","14"
"2024","Virginia","ACC","thirdDowns","74"
"2024","Pittsburgh","ACC","puntReturnTDs","2"
"2024","Miami","ACC","fourthDownConversions","5"
"2024","Louisville","ACC","fourthDowns","11"
"2024","Miami","ACC","passAttempts","234"
"2024","NC State","ACC","interceptionTDs","2"
"2024","California","ACC","rushingTDs","7"
"2024","Syracuse","ACC","fourthDownConversions","6"
"2024","Boston College","ACC","penaltyYards","211"
"2024","Louisville","ACC","passingTDs","13"
"2024","Georgia Tech","ACC","passCompletions","132"
"2024","Syracuse","ACC","rushingTDs","6"
"2024","Florida State","ACC","interceptions","7"
"2024","Wake Forest","ACC","kickReturnYards","144"
"2024","Florida State","ACC","fumblesLost","2"
"2024","Pittsburgh","ACC","kickReturnTDs","0"
"2024","Syracuse","ACC","interceptionYards","42"
"2024","Pittsburgh","ACC","puntReturns","9"
"2024","Miami","ACC","puntReturnYards","81"
"2024","NC State","ACC","kickReturns","5"
"2024","Louisville","ACC","totalYards","2406"
"2024","California","ACC","tacklesForLoss","28"
"2024","Virginia","ACC","penalties","22"
"2024","Syracuse","ACC","thirdDownConversions","44"
"2024","Duke","ACC","tacklesForLoss","58"
"2024","Wake Forest","ACC","passCompletions","119"
"2024","Duke","ACC","passesIntercepted","4"
"2024","California","ACC","totalYards","1868"
"2024","Duke","ACC","possessionTime","9528"
"2024","Syracuse","ACC","fumblesLost","0"
"2024","Boston College","ACC","games","12"
"2024","California","ACC","passesIntercepted","11"
"2024","Florida State","ACC","rushingTDs","4"
"2024","Louisville","ACC","puntReturnYards","88"
"2024","NC State","ACC","possessionTime","11820"
"2024","Stanford","ACC","games","12"
"2024","Louisville","ACC","possessionTime","9710"
"2024","Florida State","ACC","passesIntercepted","2"
"2024","Virginia Tech","ACC","thirdDownConversions","39"
"2024","SMU","ACC","penalties","45"
"2024","Pittsburgh","ACC","penalties","35"
"2024","SMU","ACC","passesIntercepted","10"
"2024","SMU","ACC","interceptionTDs","2"
"2024","Clemson","ACC","fourthDowns","4"
"2024","Pittsburgh","ACC","rushingAttempts","155"
"2024","Miami","ACC","kickReturns","9"
"2024","Clemson","ACC","passAttempts","167"
"2024","Pittsburgh","ACC","totalYards","2608"
"2024","Louisville","ACC","thirdDowns","61"
"2024","Georgia Tech","ACC","passesIntercepted","1"
"2024","Stanford","ACC","firstDowns","97"
"2024","Wake Forest","ACC","interceptionTDs","0"
"2024","Wake Forest","ACC","interceptions","3"
"2024","Syracuse","ACC","passAttempts","244"
"2024","Louisville","ACC","fourthDownConversions","5"
"2024","SMU","ACC","puntReturnTDs","1"
"2024","Boston College","ACC","netPassingYards","1174"
"2024","Miami","ACC","passCompletions","165"
"2024","Miami","ACC","thirdDownConversions","44"
"2024","Duke","ACC","fourthDownConversions","3"
"2024","Louisville","ACC","penalties","29"
"2024","Clemson","ACC","penalties","23"
"2024","Syracuse","ACC","thirdDowns","80"
"2024","Wake Forest","ACC","turnovers","6"
"2024","Virginia Tech","ACC","fourthDownConversions","4"
"2024","North Carolina","ACC","rushingTDs","13"
"2024","North Carolina","ACC","games","12"
"2024","Louisville","ACC","puntReturnTDs","0"
"2024","Pittsburgh","ACC","fourthDowns","8"
"2024","SMU","ACC","possessionTime","10612"
"2024","Syracuse","ACC","passingTDs","17"
"2024","Florida State","ACC","passCompletions","107"
"2024","Louisville","ACC","kickReturnTDs","0"
"2024","Pittsburgh","ACC","firstDowns","130"
"2024","SMU","ACC","kickReturnYards","202"
"2024","California","ACC","passingTDs","7"
"2024","NC State","ACC","tacklesForLoss","34"
"2024","Stanford","ACC","rushingAttempts","186"
"2024","NC State","ACC","passCompletions","127"
"2024","NC State","ACC","passingTDs","8"
"2024","Virginia","ACC","possessionTime","8928"
"2024","Clemson","ACC","firstDowns","111"
"2024","Boston College","ACC","puntReturns","10"
"2024","Georgia Tech","ACC","fumblesLost","1"
"2024","Virginia Tech","ACC","turnovers","6"
"2024","California","ACC","netPassingYards","1210"
"2024","Georgia Tech","ACC","thirdDowns","71"
"2024","Boston College","ACC","totalYards","2130"
"2024","Duke","ACC","netPassingYards","1437"
"2024","Wake Forest","ACC","tacklesForLoss","21"
"2024","Virginia","ACC","tacklesForLoss","26"
"2024","California","ACC","fumblesRecovered","1"
"2024","SMU","ACC","passCompletions","106"
"2024","Louisville","ACC","fumblesLost","1"
"2024","SMU","ACC","rushingYards","1240"
"2024","Boston College","ACC","rushingYards","956"
"2024","Virginia Tech","ACC","possessionTime","10410"
"2024","Duke","ACC","kickReturnTDs","0"
"2024","North Carolina","ACC","fourthDownConversions","4"
"2024","Virginia","ACC","fumblesLost","2"
"2024","Florida State","ACC","interceptionTDs","0"
"2024","SMU","ACC","interceptions","2"
"2024","Florida State","ACC","fourthDownConversions","11"
"2024","Pittsburgh","ACC","fumblesLost","1"
"2024","Louisville","ACC","kickReturnYards","141"
"2024","Florida State","ACC","kickReturns","7"
"2024","Louisville","ACC","rushingYards","889"
"2024","North Carolina","ACC","puntReturns","9"
"2024","Syracuse","ACC","rushingYards","553"
"2024","Virginia","ACC","kickReturnTDs","0"
"2024","Wake Forest","ACC","penalties","23"
"2024","Florida State","ACC","turnovers","9"
"2024","Duke","ACC","turnovers","7"
"2024","Georgia Tech","ACC","interceptionTDs","0"
"2024","Virginia","ACC","penaltyYards","192"
"2024","Virginia Tech","ACC","sacks","20"
"2024","California","ACC","rushingYards","658"
"2024","Florida State","ACC","totalYards","1651"
"2024","North Carolina","ACC","rushingAttempts","233"
"2024","Wake Forest","ACC","totalYards","2155"
"2024","Stanford","ACC","passCompletions","94"
"2024","Florida State","ACC","puntReturnTDs","0"
"2024","Boston College","ACC","fourthDownConversions","6"
"2024","Virginia Tech","ACC","tacklesForLoss","42"
"2024","Georgia Tech","ACC","games","12"
"2024","Louisville","ACC","interceptionYards","29"
"2024","North Carolina","ACC","interceptionTDs","1"
"2024","Miami","ACC","possessionTime","12286"
"2024","Duke","ACC","kickReturnYards","212"
"2024","Duke","ACC","fumblesLost","2"
"2024","Syracuse","ACC","interceptions","6"
"2024","NC State","ACC","rushingTDs","9"
"2024","Wake Forest","ACC","passAttempts","188"
"2024","California","ACC","kickReturns","6"
"2024","Virginia","ACC","thirdDownConversions","25"
"2024","California","ACC","passAttempts","154"
"2024","Clemson","ACC","kickReturnTDs","0"
"2024","Duke","ACC","rushingAttempts","191"
"2024","California","ACC","interceptionYards","93"
"2024","Miami","ACC","thirdDowns","74"
"2024","Stanford","ACC","thirdDowns","69"
"2024","Georgia Tech","ACC","thirdDownConversions","30"
"2024","Syracuse","ACC","penaltyYards","270"
"2024","Boston College","ACC","rushingTDs","9"
"2024","Boston College","ACC","kickReturns","3"
"2024","Stanford","ACC","thirdDownConversions","26"
"2024","Virginia","ACC","rushingTDs","7"
"2024","Boston College","ACC","interceptions","5"
"2024","Virginia","ACC","kickReturnYards","183"
"2024","Virginia Tech","ACC","kickReturnYards","195"
"2024","Boston College","ACC","fourthDowns","9"
"2024","California","ACC","interceptions","3"
"2024","SMU","ACC","tacklesForLoss","33"
"2024","Miami","ACC","passingTDs","21"
"2024","Duke","ACC","interceptionYards","17"
"2024","Syracuse","ACC","kickReturnYards","157"
"2024","Pittsburgh","ACC","tacklesForLoss","37"
"2024","NC State","ACC","netPassingYards","1311"
"2024","NC State","ACC","puntReturnYards","50"
"2024","Clemson","ACC","totalYards","2329"
"2024","Miami","ACC","puntReturns","9"
"2024","SMU","ACC","kickReturns","10"
"2024","Boston College","ACC","passesIntercepted","8"
"2024","Virginia Tech","ACC","passingTDs","8"
"2024","Miami","ACC","penalties","44"
"2024","Florida State","ACC","thirdDowns","83"
"2024","Duke","ACC","fourthDowns","8"
"2024","Louisville","ACC","fumblesRecovered","4"
"2024","Wake Forest","ACC","kickReturns","7"
"2024","Virginia Tech","ACC","kickReturnTDs","0"
"2024","Pittsburgh","ACC","passAttempts","190"
"2024","Duke","ACC","games","12"
"2024","Stanford","ACC","rushingYards","785"
"2024","Georgia Tech","ACC","puntReturns","12"
"2024","NC State","ACC","fourthDownConversions","3"
"2024","Virginia","ACC","rushingAttempts","190"
"2024","Florida State","ACC","kickReturnYards","129"
"2024","Wake Forest","ACC","thirdDownConversions","27"
"2024","Virginia Tech","ACC","fumblesRecovered","4"
"2024","Syracuse","ACC","firstDowns","136"
"2024","North Carolina","ACC","kickReturns","14"
"2024","Pittsburgh","ACC","interceptionYards","29"
"2024","Florida State","ACC","netPassingYards","1293"
"2024","Florida State","ACC","fumblesRecovered","1"
"2024","Wake Forest","ACC","fumblesLost","3"
"2024","Stanford","ACC","passesIntercepted","4"
"2024","California","ACC","penaltyYards","336"
"2024","NC State","ACC","rushingYards","745"
"2024","Clemson","ACC","netPassingYards","1346"
"2024","Stanford","ACC","penalties","24"
"2024","Duke","ACC","totalYards","2116"
"2024","Clemson","ACC","passCompletions","105"
"2024","Syracuse","ACC","puntReturns","9"
"2024","Boston College","ACC","possessionTime","10773"
"2024","North Carolina","ACC","fumblesLost","3"
"2024","Georgia Tech","ACC","penalties","31"
"2024","NC State","ACC","penaltyYards","285"
"2024","Louisville","ACC","kickReturns","11"
"2024","Clemson","ACC","thirdDowns","62"
"2024","Virginia Tech","ACC","rushingAttempts","227"
"2024","Wake Forest","ACC","games","12"
"2024","Virginia","ACC","rushingYards","901"
"2024","Duke","ACC","interceptions","5"
"2024","SMU","ACC","interceptionYards","246"
"2024","Duke","ACC","sacks","18"
"2024","SMU","ACC","kickReturnTDs","0"
"2024","Clemson","ACC","passesIntercepted","7"
"2024","Florida State","ACC","rushingAttempts","160"
"2024","SMU","ACC","penaltyYards","454"
"2024","SMU","ACC","thirdDowns","80"
"2024","Duke","ACC","rushingTDs","6"
"2024","Virginia Tech","ACC","fumblesLost","2"
"2024","Duke","ACC","thirdDownConversions","23"
"2024","Georgia Tech","ACC","sacks","6"
"2024","NC State","ACC","passesIntercepted","6"
"2024","Virginia Tech","ACC","totalYards","2251"
"2024","Clemson","ACC","sacks","10"
"2024","North Carolina","ACC","interceptions","5"
"2024","Syracuse","ACC","turnovers","6"
"2024","Florida State","ACC","penaltyYards","329"
"2024","Pittsburgh","ACC","games","12"
"2024","Stanford","ACC","interceptionTDs","1"
"2024","Florida State","ACC","interceptionYards","12"
"2024","Miami","ACC","penaltyYards","451"
"2024","Georgia Tech","ACC","fumblesRecovered","2"
"2024","Virginia Tech","ACC","thirdDowns","87"
"2024","Georgia Tech","ACC","kickReturns","9"
"2024","California","ACC","thirdDownConversions","26"
"2024","Georgia Tech","ACC","possessionTime","10710"
"2024","Miami","ACC","interceptionTDs","0"
"2024","North Carolina","ACC","fourthDowns","11"
"2024","Georgia Tech","ACC","puntReturnYards","90"
"2024","North Carolina","ACC","kickReturnTDs","0"
"2024","SMU","ACC","puntReturns","12"
"2024","Louisville","ACC","turnovers","3"
"2024","Pittsburgh","ACC","netPassingYards","1699"
"2024","Virginia","ACC","sacks","12"
"2024","Duke","ACC","passingTDs","14"
"2024","Boston College","ACC","fumblesRecovered","2"
"2024","NC State","ACC","kickReturnTDs","0"
"2024","Miami","ACC","kickReturnYards","222"
"2024","Wake Forest","ACC","kickReturnTDs","0"
"2024","Virginia","ACC","passCompletions","103"
"2024","Georgia Tech","ACC","penaltyYards","258"
"2024","Virginia Tech","ACC","interceptions","4"
"2024","Boston College","ACC","fumblesLost","4"
"2024","Miami","ACC","tacklesForLoss","47"
"2024","Wake Forest","ACC","passesIntercepted","4"
"2024","Boston College","ACC","rushingAttempts","228"
"2024","Duke","ACC","fumblesRecovered","5"
"2024","Wake Forest","ACC","penaltyYards","209"
"2024","Louisville","ACC","netPassingYards","1517"
"2024","Stanford","ACC","turnovers","9"
"2024","Pittsburgh","ACC","sacks","11"
"2024","SMU","ACC","fourthDownConversions","6"
"2024","Wake Forest","ACC","rushingYards","759"
"2024","Duke","ACC","thirdDowns","80"
"2024","Boston College","ACC","passingTDs","13"
"2024","Louisville","ACC","passCompletions","109"
"2024","Wake Forest","ACC","rushingAttempts","172"
"2024","Miami","ACC","passesIntercepted","10"
"2024","Stanford","ACC","kickReturnYards","95"
"2024","Boston College","ACC","interceptionTDs","1"
"2024","California","ACC","fourthDowns","11"
"2024","Virginia","ACC","interceptionYards","27"
"2024","Pittsburgh","ACC","fumblesRecovered","3"
"2024","Clemson","ACC","rushingAttempts","159"
"2024","Georgia Tech","ACC","netPassingYards","1547"
"2024","Clemson","ACC","interceptionYards","62"
"2024","California","ACC","thirdDowns","72"
"2024","Virginia Tech","ACC","fourthDowns","10"
"2024","Syracuse","ACC","totalYards","2398"
"2024","Clemson","ACC","tacklesForLoss","34"
"2024","Clemson","ACC","fumblesRecovered","3"
"2024","Syracuse","ACC","rushingAttempts","148"
"2024","Syracuse","ACC","penalties","31"
"2024","SMU","ACC","sacks","10"
"2024","Miami","ACC","kickReturnTDs","0"
"2024","Florida State","ACC","tacklesForLoss","35"
"2024","Clemson","ACC","puntReturnYards","114"
"2024","SMU","ACC","turnovers","7"
"2024","North Carolina","ACC","possessionTime","10855"
"2024","Clemson","ACC","puntReturnTDs","0"
"2024","Virginia Tech","ACC","interceptionTDs","0"
"2024","California","ACC","kickReturnYards","133"
"2024","Miami","ACC","rushingYards","1103"
"2024","Pittsburgh","ACC","penaltyYards","330"
"2024","Louisville","ACC","penaltyYards","252"
"2024","Syracuse","ACC","games","12"
"2024","Virginia Tech","ACC","passAttempts","161"
"2024","Florida State","ACC","penalties","38"
"2024","Virginia","ACC","fourthDownConversions","7"
"2024","Miami","ACC","sacks","20"
"2024","Duke","ACC","interceptionTDs","0"
"2024","Virginia Tech","ACC","passesIntercepted","5"
"2024","Boston College","ACC","kickReturnTDs","0"
"2024","NC State","ACC","fourthDowns","8"
"2024","Stanford","ACC","fumblesLost","2"
"2024","North Carolina","ACC","rushingYards","1190"
"2024","Clemson","ACC","fourthDownConversions","1"
"2024","California","ACC","rushingAttempts","175"
"2024","Louisville","ACC","tacklesForLoss","34"
"2024","Syracuse","ACC","puntReturnYards","90"
"2024","North Carolina","ACC","thirdDownConversions","32"
"2024","North Carolina","ACC","totalYards","2694"
"2024","Duke","ACC","puntReturnTDs","0"
"2024","Syracuse","ACC","puntReturnTDs","0"
"2024","Pittsburgh","ACC","possessionTime","7911"
"2024","Pittsburgh","ACC","kickReturns","15"
"2024","California","ACC","turnovers","4"
"2024","Georgia Tech","ACC","passingTDs","9"
"2024","Pittsburgh","ACC","rushingTDs","9"
"2024","Wake Forest","ACC","firstDowns","121"
"2024","Syracuse","ACC","kickReturns","8"
"2024","Georgia Tech","ACC","puntReturnTDs","0"
"2024","NC State","ACC","puntReturns","4"
"2024","Florida State","ACC","firstDowns","88"
"2024","Virginia Tech","ACC","firstDowns","116"
"2024","North Carolina","ACC","firstDowns","144"
"2024","SMU","ACC","passingTDs","10"
"2024","North Carolina","ACC","thirdDowns","81"
"2024","Louisville","ACC","sacks","10"
"2024","Virginia","ACC","passingTDs","8"
"2024","Virginia Tech","ACC","rushingTDs","13"
"2024","NC State","ACC","fumblesLost","5"
"2024","Boston College","ACC","kickReturnYards","52"
"2024","Virginia Tech","ACC","passCompletions","98"
"2024","Virginia","ACC","passAttempts","157"
"2024","Stanford","ACC","penaltyYards","191"
"2024","Stanford","ACC","puntReturns","10"
"2024","NC State","ACC","firstDowns","121"
"2024","Stanford","ACC","tacklesForLoss","29"
"2024","Clemson","ACC","fumblesLost","1"
"2024","Syracuse","ACC","fumblesRecovered","0"
"2024","Georgia Tech","ACC","kickReturnYards","146"
"2024","SMU","ACC","puntReturnYards","120"
"2024","Duke","ACC","puntReturnYards","176"
"2024","Syracuse","ACC","tacklesForLoss","32"
"2024","North Carolina","ACC","penaltyYards","424"
"2024","Wake Forest","ACC","passingTDs","7"
"2024","Virginia","ACC","games","12"
"2024","North Carolina","ACC","turnovers","8"
"2024","North Carolina","ACC","passCompletions","120"
"2024","Clemson","ACC","puntReturns","10"
"2024","Miami","ACC","netPassingYards","2400"
"2024","Georgia Tech","ACC","fourthDownConversions","10"
"2024","Miami","ACC","fumblesRecovered","0"
"2024","Virginia","ACC","puntReturns","4"
"2024","Virginia","ACC","puntReturnTDs","0"
"2024","North Carolina","ACC","passingTDs","9"
"2024","NC State","ACC","fumblesRecovered","5"
"2024","Virginia Tech","ACC","rushingYards","1097"
"2024","Clemson","ACC","rushingTDs","9"
"2024","Stanford","ACC","sacks","8"
"2024","NC State","ACC","kickReturnYards","95"
"2024","Florida State","ACC","rushingYards","358"
"2024","Virginia Tech","ACC","puntReturnYards","189"
"2024","North Carolina","ACC","passAttempts","210"
"2024","Wake Forest","ACC","netPassingYards","1396"
"2024","Clemson","ACC","kickReturns","6"
"2024","Wake Forest","ACC","fourthDowns","14"
"2024","NC State","ACC","thirdDowns","74"
"2024","Virginia","ACC","fourthDowns","12"
"2024","North Carolina","ACC","tacklesForLoss","28"
"2024","SMU","ACC","totalYards","2600"
"2024","Florida State","ACC","passAttempts","202"
"2024","Boston College","ACC","sacks","8"
"2024","Florida State","ACC","puntReturnYards","2"
"2024","Stanford","ACC","netPassingYards","908"
"2024","Georgia Tech","ACC","rushingYards","1060"
"2024","Florida State","ACC","kickReturnTDs","0"
"2024","SMU","ACC","netPassingYards","1360"
"2024","Stanford","ACC","kickReturns","4"
"2024","Virginia","ACC","kickReturns","9"
"2024","Wake Forest","ACC","fumblesRecovered","2"
"2024","Georgia Tech","ACC","tacklesForLoss","36"
"2024","Stanford","ACC","fumblesRecovered","2"
"2024","NC State","ACC","penalties","31"
"2024","Florida State","ACC","puntReturns","4"
"2024","Boston College","ACC","passAttempts","135"
"2024","Stanford","ACC","interceptions","7"
"2024","Virginia","ACC","turnovers","7"
"2024","North Carolina","ACC","sacks","12"
"2024","California","ACC","passCompletions","98"
"2024","Clemson","ACC","games","12"
"2024","Louisville","ACC","passAttempts","164"
"2024","Syracuse","ACC","passCompletions","156"
"2024","Georgia Tech","ACC","totalYards","2607"
"2024","Georgia Tech","ACC","passAttempts","180"
"2024","Georgia Tech","ACC","interceptions","1"
"2024","Syracuse","ACC","sacks","11"
"2024","North Carolina","ACC","netPassingYards","1504"
"2024","Duke","ACC","passCompletions","126"
"2024","Stanford","ACC","kickReturnTDs","0"
"2024","Pittsburgh","ACC","passesIntercepted","5"
"2024","California","ACC","puntReturnTDs","0"
"2024","Pittsburgh","ACC","passCompletions","124"
"2024","Florida State","ACC","fourthDowns","17"
"2024","Georgia Tech","ACC","turnovers","2"
"2024","Virginia Tech","ACC","netPassingYards","1154"
"2024","Pittsburgh","ACC","kickReturnYards","293"
"2024","Pittsburgh","ACC","interceptionTDs","1"
"2024","Clemson","ACC","penaltyYards","240"
"2024","Louisville","ACC","rushingAttempts","158"
"2024","Miami","ACC","interceptionYards","99"
"2024","California","ACC","kickReturnTDs","1"
"2024","Pittsburgh","ACC","passingTDs","17"
"2024","Stanford","ACC","passAttempts","156"
"2024","Stanford","ACC","interceptionYards","84"
"2024","Virginia","ACC","interceptions","5"
"2024","Virginia","ACC","fumblesRecovered","4"
"2024","Pittsburgh","ACC","thirdDowns","60"
"2024","Duke","ACC","passAttempts","209"
"2024","Pittsburgh","ACC","puntReturnYards","170"
"2024","California","ACC","possessionTime","8969"
"2024","Clemson","ACC","possessionTime","8591"
"2024","Boston College","ACC","puntReturnTDs","0"
"2024","Virginia Tech","ACC","interceptionYards","123"
"2024","Boston College","ACC","thirdDowns","76"
"2024","Louisville","ACC","games","12"
"2024","Florida State","ACC","games","12"
"2024","Stanford","ACC","fourthDownConversions","9"
"2024","California","ACC","sacks","12"
"2024","Boston College","ACC","puntReturnYards","71"
"2024","California","ACC","puntReturnYards","33"
"2024","Virginia Tech","ACC","kickReturns","9"
"2024","Georgia Tech","ACC","kickReturnTDs","0"
"2024","NC State","ACC","games","12"
