"Season","Team","Conference","StatName","StatValue"
"2024","Middle Tennessee","Conference USA","kickReturnTDs","0"
"2024","Sam Houston","Conference USA","puntReturnTDs","0"
"2024","Western Kentucky","Conference USA","penaltyYards","249"
"2024","Middle Tennessee","Conference USA","totalYards","1727"
"2024","Kennesaw State","Conference USA","sacks","6"
"2024","Middle Tennessee","Conference USA","passAttempts","172"
"2024","New Mexico State","Conference USA","kickReturnYards","404"
"2024","Florida International","Conference USA","passAttempts","146"
"2024","Louisiana Tech","Conference USA","fumblesLost","6"
"2024","Sam Houston","Conference USA","fourthDowns","9"
"2024","Liberty","Conference USA","puntReturns","5"
"2024","Louisiana Tech","Conference USA","kickReturns","10"
"2024","Liberty","Conference USA","kickReturnTDs","0"
"2024","Louisiana Tech","Conference USA","passingTDs","4"
"2024","Middle Tennessee","Conference USA","rushingYards","401"
"2024","Kennesaw State","Conference USA","fourthDowns","12"
"2024","Kennesaw State","Conference USA","interceptions","7"
"2024","Liberty","Conference USA","games","12"
"2024","Middle Tennessee","Conference USA","fourthDowns","13"
"2024","Western Kentucky","Conference USA","passCompletions","125"
"2024","UTEP","Conference USA","penaltyYards","361"
"2024","Middle Tennessee","Conference USA","passingTDs","5"
"2024","Liberty","Conference USA","thirdDowns","55"
"2024","UTEP","Conference USA","penalties","39"
"2024","Louisiana Tech","Conference USA","puntReturnYards","185"
"2024","Sam Houston","Conference USA","firstDowns","129"
"2024","Florida International","Conference USA","puntReturnTDs","0"
"2024","Western Kentucky","Conference USA","rushingAttempts","156"
"2024","UTEP","Conference USA","interceptionYards","0"
"2024","New Mexico State","Conference USA","turnovers","8"
"2024","Sam Houston","Conference USA","turnovers","8"
"2024","Liberty","Conference USA","totalYards","1838"
"2024","Florida International","Conference USA","interceptions","4"
"2024","Kennesaw State","Conference USA","interceptionYards","48"
"2024","Florida International","Conference USA","fourthDowns","9"
"2024","Jacksonville State","Conference USA","interceptions","4"
"2024","New Mexico State","Conference USA","thirdDowns","76"
"2024","New Mexico State","Conference USA","penaltyYards","297"
"2024","UTEP","Conference USA","possessionTime","7843"
"2024","New Mexico State","Conference USA","totalYards","1310"
"2024","Western Kentucky","Conference USA","interceptionTDs","0"
"2024","Jacksonville State","Conference USA","thirdDownConversions","19"
"2024","Louisiana Tech","Conference USA","possessionTime","6858"
"2024","Liberty","Conference USA","tacklesForLoss","24"
"2024","Louisiana Tech","Conference USA","sacks","10"
"2024","New Mexico State","Conference USA","thirdDownConversions","25"
"2024","Middle Tennessee","Conference USA","turnovers","10"
"2024","Florida International","Conference USA","interceptionYards","207"
"2024","Louisiana Tech","Conference USA","totalYards","1291"
"2024","Middle Tennessee","Conference USA","penaltyYards","297"
"2024","Liberty","Conference USA","netPassingYards","961"
"2024","Florida International","Conference USA","firstDowns","92"
"2024","Louisiana Tech","Conference USA","rushingYards","318"
"2024","Kennesaw State","Conference USA","penaltyYards","291"
"2024","New Mexico State","Conference USA","tacklesForLoss","14"
"2024","New Mexico State","Conference USA","puntReturnYards","27"
"2024","Louisiana Tech","Conference USA","interceptionYards","0"
"2024","Florida International","Conference USA","sacks","8"
"2024","Liberty","Conference USA","rushingAttempts","170"
"2024","Liberty","Conference USA","kickReturns","10"
"2024","Western Kentucky","Conference USA","passesIntercepted","4"
"2024","UTEP","Conference USA","thirdDownConversions","22"
"2024","UTEP","Conference USA","puntReturns","5"
"2024","UTEP","Conference USA","passingTDs","7"
"2024","Kennesaw State","Conference USA","interceptionTDs","1"
"2024","UTEP","Conference USA","games","12"
"2024","Louisiana Tech","Conference USA","passCompletions","78"
"2024","Sam Houston","Conference USA","fumblesRecovered","5"
"2024","Jacksonville State","Conference USA","rushingAttempts","195"
"2024","Jacksonville State","Conference USA","possessionTime","7488"
"2024","Kennesaw State","Conference USA","passingTDs","2"
"2024","Sam Houston","Conference USA","kickReturns","7"
"2024","Western Kentucky","Conference USA","passingTDs","10"
"2024","Florida International","Conference USA","turnovers","9"
"2024","Kennesaw State","Conference USA","puntReturns","3"
"2024","Florida International","Conference USA","rushingAttempts","147"
"2024","Florida International","Conference USA","kickReturnYards","177"
"2024","Jacksonville State","Conference USA","interceptionYards","41"
"2024","Jacksonville State","Conference USA","tacklesForLoss","31"
"2024","Western Kentucky","Conference USA","puntReturnTDs","0"
"2024","UTEP","Conference USA","thirdDowns","72"
"2024","Liberty","Conference USA","possessionTime","7947"
"2024","Louisiana Tech","Conference USA","passAttempts","135"
"2024","Louisiana Tech","Conference USA","interceptionTDs","0"
"2024","Sam Houston","Conference USA","puntReturnYards","59"
"2024","Louisiana Tech","Conference USA","rushingAttempts","130"
"2024","Middle Tennessee","Conference USA","fumblesRecovered","1"
"2024","Florida International","Conference USA","penaltyYards","242"
"2024","Middle Tennessee","Conference USA","possessionTime","9398"
"2024","New Mexico State","Conference USA","games","12"
"2024","Western Kentucky","Conference USA","netPassingYards","1409"
"2024","Sam Houston","Conference USA","passingTDs","10"
"2024","Sam Houston","Conference USA","passesIntercepted","7"
"2024","Western Kentucky","Conference USA","passAttempts","185"
"2024","New Mexico State","Conference USA","penalties","36"
"2024","Louisiana Tech","Conference USA","kickReturnTDs","0"
"2024","Kennesaw State","Conference USA","kickReturnYards","500"
"2024","Jacksonville State","Conference USA","penaltyYards","292"
"2024","Louisiana Tech","Conference USA","interceptions","5"
"2024","Kennesaw State","Conference USA","games","12"
"2024","Middle Tennessee","Conference USA","puntReturnTDs","0"
"2024","Florida International","Conference USA","games","12"
"2024","Western Kentucky","Conference USA","thirdDowns","66"
"2024","Middle Tennessee","Conference USA","thirdDownConversions","26"
"2024","Jacksonville State","Conference USA","sacks","8"
"2024","Western Kentucky","Conference USA","tacklesForLoss","24"
"2024","Middle Tennessee","Conference USA","kickReturnYards","243"
"2024","New Mexico State","Conference USA","netPassingYards","542"
"2024","Western Kentucky","Conference USA","kickReturnTDs","0"
"2024","Jacksonville State","Conference USA","passCompletions","85"
"2024","Middle Tennessee","Conference USA","tacklesForLoss","24"
"2024","Western Kentucky","Conference USA","fumblesRecovered","6"
"2024","Sam Houston","Conference USA","passCompletions","89"
"2024","UTEP","Conference USA","kickReturnYards","201"
"2024","New Mexico State","Conference USA","sacks","4"
"2024","Kennesaw State","Conference USA","penalties","32"
"2024","Jacksonville State","Conference USA","interceptionTDs","1"
"2024","Liberty","Conference USA","sacks","9"
"2024","Liberty","Conference USA","firstDowns","91"
"2024","Jacksonville State","Conference USA","puntReturns","5"
"2024","Louisiana Tech","Conference USA","thirdDowns","60"
"2024","Jacksonville State","Conference USA","netPassingYards","1134"
"2024","UTEP","Conference USA","fumblesRecovered","4"
"2024","Kennesaw State","Conference USA","rushingTDs","3"
"2024","Kennesaw State","Conference USA","passesIntercepted","1"
"2024","Kennesaw State","Conference USA","puntReturnYards","15"
"2024","Jacksonville State","Conference USA","kickReturnYards","43"
"2024","New Mexico State","Conference USA","firstDowns","87"
"2024","Florida International","Conference USA","kickReturnTDs","0"
"2024","Middle Tennessee","Conference USA","fumblesLost","6"
"2024","UTEP","Conference USA","passesIntercepted","1"
"2024","New Mexico State","Conference USA","fourthDowns","6"
"2024","Middle Tennessee","Conference USA","netPassingYards","1326"
"2024","Kennesaw State","Conference USA","thirdDownConversions","31"
"2024","Kennesaw State","Conference USA","kickReturns","20"
"2024","Louisiana Tech","Conference USA","penaltyYards","170"
"2024","Kennesaw State","Conference USA","totalYards","1140"
"2024","Middle Tennessee","Conference USA","rushingAttempts","146"
"2024","Jacksonville State","Conference USA","fumblesRecovered","4"
"2024","Western Kentucky","Conference USA","puntReturnYards","24"
"2024","Middle Tennessee","Conference USA","puntReturns","2"
"2024","Florida International","Conference USA","thirdDowns","54"
"2024","UTEP","Conference USA","rushingYards","438"
"2024","Kennesaw State","Conference USA","possessionTime","9057"
"2024","Liberty","Conference USA","penaltyYards","360"
"2024","Middle Tennessee","Conference USA","interceptionTDs","0"
"2024","Western Kentucky","Conference USA","interceptionYards","23"
"2024","Kennesaw State","Conference USA","puntReturnTDs","0"
"2024","Liberty","Conference USA","fourthDownConversions","2"
"2024","Western Kentucky","Conference USA","interceptions","6"
"2024","Florida International","Conference USA","fumblesRecovered","2"
"2024","Sam Houston","Conference USA","kickReturnYards","134"
"2024","Western Kentucky","Conference USA","turnovers","9"
"2024","Florida International","Conference USA","puntReturnYards","30"
"2024","Liberty","Conference USA","puntReturnTDs","0"
"2024","New Mexico State","Conference USA","interceptions","6"
"2024","Liberty","Conference USA","fumblesLost","4"
"2024","New Mexico State","Conference USA","kickReturns","20"
"2024","Kennesaw State","Conference USA","rushingAttempts","189"
"2024","Middle Tennessee","Conference USA","penalties","34"
"2024","Jacksonville State","Conference USA","passesIntercepted","8"
"2024","UTEP","Conference USA","fourthDowns","8"
"2024","UTEP","Conference USA","passAttempts","172"
"2024","Middle Tennessee","Conference USA","kickReturns","17"
"2024","Sam Houston","Conference USA","interceptionYards","88"
"2024","Middle Tennessee","Conference USA","fourthDownConversions","6"
"2024","Jacksonville State","Conference USA","fourthDowns","8"
"2024","Western Kentucky","Conference USA","thirdDownConversions","24"
"2024","Western Kentucky","Conference USA","rushingYards","502"
"2024","Sam Houston","Conference USA","fourthDownConversions","7"
"2024","Liberty","Conference USA","rushingYards","877"
"2024","Louisiana Tech","Conference USA","thirdDownConversions","22"
"2024","UTEP","Conference USA","fumblesLost","3"
"2024","UTEP","Conference USA","kickReturnTDs","0"
"2024","Florida International","Conference USA","thirdDownConversions","16"
"2024","UTEP","Conference USA","firstDowns","77"
"2024","UTEP","Conference USA","passCompletions","106"
"2024","Florida International","Conference USA","kickReturns","9"
"2024","Florida International","Conference USA","passCompletions","92"
"2024","New Mexico State","Conference USA","rushingTDs","7"
"2024","New Mexico State","Conference USA","interceptionTDs","0"
"2024","Louisiana Tech","Conference USA","tacklesForLoss","30"
"2024","Jacksonville State","Conference USA","kickReturnTDs","0"
"2024","Jacksonville State","Conference USA","rushingYards","1049"
"2024","Liberty","Conference USA","fourthDowns","3"
"2024","Sam Houston","Conference USA","tacklesForLoss","30"
"2024","Jacksonville State","Conference USA","passAttempts","130"
"2024","Florida International","Conference USA","tacklesForLoss","21"
"2024","Louisiana Tech","Conference USA","turnovers","11"
"2024","Kennesaw State","Conference USA","rushingYards","487"
"2024","New Mexico State","Conference USA","puntReturnTDs","0"
"2024","UTEP","Conference USA","rushingTDs","2"
"2024","Western Kentucky","Conference USA","fumblesLost","3"
"2024","Sam Houston","Conference USA","passAttempts","150"
"2024","New Mexico State","Conference USA","possessionTime","8666"
"2024","Louisiana Tech","Conference USA","firstDowns","61"
"2024","Louisiana Tech","Conference USA","passesIntercepted","1"
"2024","Sam Houston","Conference USA","thirdDowns","91"
"2024","Western Kentucky","Conference USA","sacks","9"
"2024","Sam Houston","Conference USA","rushingTDs","13"
"2024","Kennesaw State","Conference USA","tacklesForLoss","21"
"2024","Louisiana Tech","Conference USA","netPassingYards","973"
"2024","Kennesaw State","Conference USA","passCompletions","59"
"2024","Sam Houston","Conference USA","penaltyYards","240"
"2024","Middle Tennessee","Conference USA","interceptionYards","42"
"2024","Louisiana Tech","Conference USA","kickReturnYards","221"
"2024","Kennesaw State","Conference USA","turnovers","10"
"2024","Western Kentucky","Conference USA","kickReturns","10"
"2024","UTEP","Conference USA","rushingAttempts","149"
"2024","UTEP","Conference USA","puntReturnYards","63"
"2024","UTEP","Conference USA","sacks","12"
"2024","New Mexico State","Conference USA","fumblesRecovered","0"
"2024","Jacksonville State","Conference USA","fumblesLost","2"
"2024","Liberty","Conference USA","interceptionTDs","0"
"2024","New Mexico State","Conference USA","passAttempts","132"
"2024","Sam Houston","Conference USA","games","12"
"2024","Sam Houston","Conference USA","sacks","10"
"2024","UTEP","Conference USA","netPassingYards","1172"
"2024","Jacksonville State","Conference USA","passingTDs","5"
"2024","New Mexico State","Conference USA","puntReturns","4"
"2024","UTEP","Conference USA","kickReturns","12"
"2024","Florida International","Conference USA","netPassingYards","1113"
"2024","New Mexico State","Conference USA","rushingYards","768"
"2024","Western Kentucky","Conference USA","fourthDownConversions","9"
"2024","UTEP","Conference USA","fourthDownConversions","3"
"2024","Sam Houston","Conference USA","interceptions","5"
"2024","Liberty","Conference USA","passesIntercepted","3"
"2024","Sam Houston","Conference USA","thirdDownConversions","39"
"2024","Liberty","Conference USA","passAttempts","106"
"2024","Florida International","Conference USA","penalties","28"
"2024","Western Kentucky","Conference USA","games","12"
"2024","Florida International","Conference USA","fourthDownConversions","4"
"2024","Liberty","Conference USA","rushingTDs","9"
"2024","Sam Houston","Conference USA","netPassingYards","1034"
"2024","New Mexico State","Conference USA","passesIntercepted","3"
"2024","Middle Tennessee","Conference USA","puntReturnYards","0"
"2024","Florida International","Conference USA","totalYards","1648"
"2024","Kennesaw State","Conference USA","kickReturnTDs","1"
"2024","New Mexico State","Conference USA","rushingAttempts","187"
"2024","Florida International","Conference USA","passingTDs","9"
"2024","Liberty","Conference USA","interceptionYards","81"
"2024","Western Kentucky","Conference USA","firstDowns","101"
"2024","New Mexico State","Conference USA","interceptionYards","6"
"2024","Western Kentucky","Conference USA","rushingTDs","6"
"2024","Jacksonville State","Conference USA","turnovers","6"
